"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010506","regulation of autophagy","78/3069","328/18670",0.000351148667815861,0.00485345974530687,0.00390402840614994,"PTPN22/PIM2/IL10RA/DRAM2/TRIM22/CDK5R1/ATM/NLRP6/RAB39B/TP53INP1/PIP4K2A/SH3BP4/ABL1/VPS13C/ERN1/RUBCN/RUFY4/CASP3/LRRK2/IFT88/IFNG/SOGA1/IRGM/ATP6V0D1/RAB1B/BAG3/SESN3/UCHL1/XPA/EIF4G1/PYCARD/RNF5/MLST8/FBXL2/PRKAB1/PAFAH1B2/CTTN/VPS13D/ATP6V0B/TREM2/PRKD1/FBXW7/TRIM8/PTK2/PINK1/GATA4/GOLGA2/CAPN1/DAPL1/GBA/MUL1/TP53INP2/SESN1/CAPNS1/ATP6V0A1/IL10/MFSD8/PHF23/PRKACA/LAMTOR1/LEPR/ATP6V0D2/OPTN/MFN2/FZD5/HMGB1/PARK7/SPTLC1/PIKFYVE/KAT5/LAMP3/KLHL22/PIK3R2/AMBRA1/POLDIP2/ATP6V0E1/MT3/DAPK2",78
"BP","GO:0050714","positive regulation of protein secretion","66/3069","268/18670",0.000351598966709641,0.00485345974530687,0.00390402840614994,"BLK/AIM2/PTPN22/RASGRP1/CD2/KCNN4/NOD2/NLRP1/CARD8/IL4R/BAIAP3/P2RX7/F2RL1/CRTAM/TNFSF4/CASP1/ADAM8/NLRP7/TLR1/HAVCR2/ABL1/CD244/NLRP3/CD274/ARF1/CD38/LRRK2/IFNG/HK1/LGALS9B/TNF/UNC13B/HYAL2/JAK2/TTN/ADORA2A/PYCARD/ALOX15B/IL26/LGALS9/TREM2/TLR2/IL2/MYO18A/SELENOK/TRIM16/CADM1/ABCG1/PSMD9/HCAR2/IL10/IRF3/HMHB1/BMP6/CD160/FZD5/HMGB1/TGFB2/CRLF2/CD33/RAC1/HLA-E/TRPM4/VEGFC/OSM/IFIH1",66
"BP","GO:0046683","response to organophosphorus","38/3069","134/18670",0.000358142780342232,0.00493292484484565,0.00396794858313233,"P2RX5/PTK2B/P2RX1/P2RX7/PIK3CG/WNT10B/SLC8A3/P2RX2/HCN2/P2RY2/P2RY12/RAPGEF3/HSP90B1/HCN4/HSPA5/BIRC2/STAR/TRIM16/PFKFB1/DMTN/CITED1/FOSB/DUOX2/AREG/APP/SLC8A1/KCNE1/DUOX1/PTAFR/PPARGC1B/INPP5K/DGKQ/PTPRN/TRPM4/FDX1/CRLS1/RAPGEF2/AKR1C1",38
"BP","GO:0001774","microglial cell activation","18/3069","48/18670",0.000360103762306386,0.00493822818024972,0.00397221448274855,"STAP1/TLR6/PTPRC/CST7/ATM/TLR7/ITGAM/ITGB2/LRRK2/IFNG/TNF/JAK2/TREM2/TLR2/APP/TYROBP/C5AR1/LDLR",18
"BP","GO:0002269","leukocyte activation involved in inflammatory response","18/3069","48/18670",0.000360103762306386,0.00493822818024972,0.00397221448274855,"STAP1/TLR6/PTPRC/CST7/ATM/TLR7/ITGAM/ITGB2/LRRK2/IFNG/TNF/JAK2/TREM2/TLR2/APP/TYROBP/C5AR1/LDLR",18
"BP","GO:0006909","phagocytosis","86/3069","369/18670",0.000364779264103309,0.00499142281252278,0.00401500320797689,"STAP1/SIRPG/PTPRC/IL2RG/IRF8/BIN2/CD247/CD3G/ITGAL/NCF4/IGLL5/DOCK2/WAS/CORO1A/SLAMF1/IL2RB/WIPF1/PLCG2/VAV1/ICAM3/ARHGAP25/FCGR2B/NCKAP1L/BCR/CD300A/P2RX7/SH3BP1/F2RL1/SIRPB1/PRKCG/IGLL1/UNC13D/ITGAM/MYO1G/PLD4/ABCA7/ABL1/RUBCN/CSK/C2/ITGB2/CYFIP2/RAB34/CD47/IFNG/CALR/TNF/CD300LF/CDC42SE2/ALOX15/CDC42SE1/ADORA2A/PYCARD/CLEC7A/RAB20/NCF2/CEBPE/TULP1/MYO1C/MYO10/TREM2/TLR2/PTK2/FYN/TXNDC5/MYO18A/ITGB3/MESD/ABR/ADGRB1/ANXA3/ICAM5/C4BPB/C4BPA/LEPR/TYROBP/RAB39A/LMAN2/HMGB1/RAC1/PIK3R2/CEACAM4/MARCO/ITGB1/LDLR/CYBA",86
"BP","GO:0050718","positive regulation of interleukin-1 beta secretion","14/3069","33/18670",0.000369112860413238,0.0050397174209363,0.0040538504495333,"AIM2/NOD2/NLRP1/CARD8/P2RX7/CASP1/NLRP7/NLRP3/HK1/PYCARD/LGALS9/TRIM16/FZD5/HMGB1",14
"BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","60/3069","239/18670",0.000374549050589192,0.00510282369574449,0.00410461190680009,"TLR6/MAP4K1/PTPN22/RASGRP1/NCF1/SLAMF1/PTK2B/CD40LG/TIAM1/NOD2/RASSF2/CD27/FCGR2B/WNT16/ARHGEF5/F2RL1/CCR7/PRDX1/EDAR/INAVA/LTBR/TNFSF11/FGD2/ERN1/CARD9/GSTP1/TNF/HACD3/WNT7A/FOXM1/VEGFA/PYCARD/TLR9/EMC10/IL26/DAB2IP/PINK1/MAGI3/MAP4K2/MUL1/NRK/PPEF2/SH3RF2/APP/MLKL/DUSP22/MARVELD3/FZD5/HMGB1/TGFB2/EDN1/TRAF4/PHLPP1/KLHDC10/GRIK2/UNC5CL/HMGCR/SH3RF1/CYLD/NBR1",60
"BP","GO:0060706","cell differentiation involved in embryonic placenta development","12/3069","26/18670",0.000378519494435724,0.00513459236283264,0.00413016600330982,"EOMES/STK4/CASP8/PRDM1/SNAI1/GRHL2/E2F8/E2F7/GCM1/FZD5/SPINT2/KRT8",12
"BP","GO:0071624","positive regulation of granulocyte chemotaxis","12/3069","26/18670",0.000378519494435724,0.00513459236283264,0.00413016600330982,"RIPOR2/RAC2/NCKAP1L/CCR7/CD74/IL23A/C3AR1/C5AR1/EDN1/RAC1/XCL1/DAPK2",12
"BP","GO:0043523","regulation of neuron apoptotic process","54/3069","210/18670",0.000384222928421366,0.0052007021434486,0.00418334342209827,"MYB/CORO1A/PTK2B/TERT/CDK5R1/ATM/ARRB2/MYBL2/FASLG/PRKCG/ADAM8/ITGAM/WFS1/AGAP2/XRCC2/KIF14/CASP3/MAG/TNF/HYOU1/KDM2B/JAK2/BTG2/ADORA2A/AKT1S1/NQO1/CASP2/POU4F1/GRIK5/DNAJC5/FBXW7/TRIM2/PINK1/FYN/STAR/GRIN1/G6PD/CITED1/LGMN/GCLM/BACE1/TYROBP/BCL2L1/C5AR1/PARK7/TGFB2/NSMF/NR4A2/GRIK2/AARS1/AMBRA1/PARP1/MT3/NMNAT1",54
"BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","55/3069","215/18670",0.000391825199326857,0.00529217354349442,0.00425692123315861,"BIRC3/LCK/TNFAIP8/ARRB2/CD27/P2RX1/NLRP1/CARD8/CASP8/FASLG/PMAIP1/CASP1/TP63/MALT1/CASP10/NLRP3/CTSH/CARD9/TNF/TNFRSF10A/SERPINB9/MMP9/JAK2/VEGFA/MTCH1/ADORA2A/PYCARD/CLEC7A/BCAP31/BIRC5/POR/CARD16/LGALS9/YWHAE/BIRC2/LEF1/APAF1/MUL1/RAF1/SIAH2/ACVR1C/WDR35/HMGB1/PARK7/DHCR24/MICAL1/SH3RF1/LAMP3/CCN1/BEX3/RPS6KA3/CASP4/MT3/VCP/RFFL",55
"BP","GO:1902106","negative regulation of leukocyte differentiation","31/3069","103/18670",0.000395027193255197,0.00532394714006521,0.00428247929484808,"CTLA4/INPP5D/RUNX3/TBX21/LAG3/LILRB1/FOXP3/JAK3/FCGR2B/GPR55/IL4R/TNFSF4/CD74/TMEM131L/ERBB2/HMGB3/IHH/HLA-G/ZBTB7B/PGLYRP2/TCTA/FBXW7/IL2/SMAD7/GLI3/TMEM176B/ZC3H8/HMGB1/TMEM176A/LILRB4/PTPN2",31
"BP","GO:0051090","regulation of DNA-binding transcription factor activity","98/3069","432/18670",0.000409352756437956,0.00550517966651646,0.00442825920619239,"AIM2/TLR6/CARD11/PRKCB/GFI1/TRAF5/NLRC3/EOMES/TRIM14/EZH2/BTK/CD40LG/FANCD2/TNFAIP3/NOD2/FOXP3/NLRC5/TRIM22/HCLS1/ARRB2/WNT1/CARD8/ID1/ARHGEF5/TNFSF4/SP100/ADAM8/WNT10B/NFAM1/MALT1/TNFSF11/KEAP1/HAVCR2/WFS1/IL18/TRAF3/ARID5B/LRP8/ERC1/TRAF1/RTKN2/NLRP3/CD40/ITGB2/IL18R1/PELI1/TMSB4X/IL18RAP/FANCA/ESR2/TNF/OTULIN/WNT2/JAK2/VEGFA/PYCARD/TLR9/LRP6/IRAK4/ID3/CARD16/POU4F1/DAB2IP/LGALS9/NFKBIE/FER/PRKD1/TLR2/TRIM8/PINK1/SMAD7/ZBTB7A/C3orf33/ANXA3/IL10/LPAR5/IKBKB/TRIM38/APP/RIPK4/SIK1/FZD1/FLOT1/PARK7/EDN1/SIGIRR/PPARGC1B/RHEBL1/NFKB2/PRKD2/XCL1/HDAC2/FAF1/CYLD/DDRGK1/ESR1/CAPN3/PEX14",98
"BP","GO:0046006","regulation of activated T cell proliferation","15/3069","37/18670",0.000415628846495546,0.00557761452031603,0.00448652439054923,"IL12RB1/FOXP3/BTN2A2/IL23A/TMIGD2/IL18/HHLA2/CD274/CASP3/IL23R/PYCARD/LGALS9/IL2/IL2RA/HMGB1",15
"BP","GO:0050688","regulation of defense response to virus","24/3069","73/18670",0.000420110073381942,0.00562570476471075,0.00452520724567279,"AIM2/BIRC3/TSPAN32/IL12RB1/LILRB1/TNFAIP3/APOBEC3G/RNF125/APOBEC3F/IL23A/TRAF3/IL23R/TRAF3IP1/MICB/PYCARD/BIRC2/SELENOK/MUL1/RNF26/IL2RA/NLRX1/TRIM38/CGAS/HERC5",24
"BP","GO:0042176","regulation of protein catabolic process","88/3069","381/18670",0.00042870134062633,0.00572851023817742,0.0046079019644473,"PYHIN1/PTK2B/TNFAIP3/RNF19A/WNT1/PRKCG/GIPC1/ADAM8/WNT10B/DISC1/RNF40/CBFA2T3/CYP51A1/KEAP1/OGT/TNFRSF1B/AGAP2/FURIN/LRRK2/IFNG/SGTA/TNF/STYX/DERL3/EDEM1/USP5/MAD2L1/EGF/BCAP31/EFNA1/SCO1/BARD1/SORL1/PHB/DAB2IP/NRG1/TREM2/FBXW7/RHBDD3/RILP/PTK2/PINK1/RNF144B/FYN/SMAD7/PSMD1/WDR91/PTTG1IP/PTPN3/CHEK2/GBA/TIMP4/ANXA2/PACSIN3/GGA3/SNX1/ADGRB1/MYCBP2/MAGEF1/IL10/C4BPB/C4BPA/PSMD14/SH3RF2/PRKACA/PSMD2/FOXF2/LAPTM4B/PSMC4/HSPBP1/PARK7/RHBDF1/PLK1/PSMC1/HMGCR/PSMD3/LAMP3/DDB1/CDH1/MDM4/FAF1/AREL1/BRSK2/LDLR/DDRGK1/SNX12/VCP/MAP1A",88
"BP","GO:0007260","tyrosine phosphorylation of STAT protein","27/3069","86/18670",0.000437440312070865,0.00582614396017258,0.00468643662715586,"IL24/HCLS1/TNFRSF18/JAK3/IL23A/FLT3/PTK6/IL18/CD40/INPP5F/IFNG/IL23R/TNF/JAK2/PPP2R1A/FER/IL12A/IL2/FYN/IL22RA2/PARP14/NF2/CSF2/TNFRSF1A/PTPN2/HDAC2/OSM",27
"BP","GO:1901222","regulation of NIK/NF-kappaB signaling","34/3069","117/18670",0.000437867210027331,0.00582614396017258,0.00468643662715586,"TLR6/PTPN22/NLRC3/NOD2/RASSF2/CD27/PRDX1/EDAR/TRIP6/TLR7/MALT1/IL23A/HAVCR2/IL18/RTKN2/NLRP3/IL18R1/TMSB4X/CALR/TNF/TNFRSF10A/TLR9/NR3C2/LGALS9/TREM2/TLR2/BIRC2/APP/HMGB1/EDN1/TRAF4/ACTN4/TCIM/CYLD",34
"BP","GO:1905475","regulation of protein localization to membrane","49/3069","187/18670",0.000440195910450365,0.00584471985337381,0.00470137871352988,"CDK5R1/CASP8/PMAIP1/ARHGEF16/PPP1R13B/TP63/ITGAM/DAG1/CSK/ERBB2/ITGB2/E2F1/IFNG/AKAP5/TNF/PTPN9/TP73/STX7/ITGA3/TFDP2/SHISA6/AP2M1/MYO1C/RAB11A/TREM2/YWHAE/TMBIM1/FYN/MIEF2/GPC2/DMTN/MESD/CLIP3/SLC7A11/AP2B1/CLTC/TCAF2/PLS1/GBP1/SQSTM1/BCL2L1/CSRP3/LDLRAP1/KCNE1/INPP5K/EPHB2/YWHAQ/ITGB1/VAMP8",49
"BP","GO:0002347","response to tumor cell","11/3069","23/18670",0.000453936728848598,0.00600173307952355,0.00482767709184086,"CRTAM/PVR/HAVCR2/CD226/CD274/NECTIN2/IL12A/PRF1/CD160/HMGB1/ADAM15",11
"BP","GO:0036037","CD8-positive, alpha-beta T cell activation","11/3069","23/18670",0.000453936728848598,0.00600173307952355,0.00482767709184086,"RUNX3/EOMES/GPR18/LILRB1/TNFSF8/NCKAP1L/CD274/ZBTB7B/SH3RF1/HLA-E/XCL1",11
"BP","GO:0002832","negative regulation of response to biotic stimulus","29/3069","95/18670",0.000462353527689204,0.00610014643795419,0.00490683887889994,"NLRC3/CD96/LILRB1/TNFAIP3/HLA-F/NLRC5/ARRB2/CARD8/CR1/RNF125/HAVCR2/SERPINB9/SLAMF8/HLA-G/TRAF3IP1/MICB/CARD16/LGALS9/FAM3A/MUL1/RNF26/IL2RA/PARP14/NLRX1/TRIM38/SIGIRR/HLA-E/PTPN2/CLEC12B",29
"BP","GO:1904950","negative regulation of establishment of protein localization","51/3069","197/18670",0.000463440593749191,0.00610164327946676,0.00490804290903334,"TLR6/PTPN22/HDAC9/LILRB1/TNFAIP3/FOXP3/BTN2A2/BANK1/FCGR2B/CD200R1/CARD8/F2RL1/SP100/NLRP7/ADTRP/CD22/CYP51A1/CSK/IL27RA/BMP8A/NLRP3/IRS1/RHBDF2/TMSB4X/LRRK2/CARD17/TNF/DERL3/BAG3/BARD1/CARD16/NDFIP1/STXBP5L/DMTN/FFAR4/SRGN/PSMD9/IL10/ACVR1C/GBP1/CHGA/PARK7/RHBDF1/KCNE1/TXN/HMGCR/INPP5K/TMBIM6/LGR4/ANXA5/SNX12",51
"BP","GO:0001782","B cell homeostasis","13/3069","30/18670",0.000464879074786038,0.0061077508630694,0.00491295573022252,"TNFRSF13B/TNFRSF13C/DOCK10/TNFAIP3/FOXP3/NCKAP1L/GAPT/CD74/ABL1/TNFSF13B/CASP3/SH2B2/PPP2R3C",13
"BP","GO:0006665","sphingolipid metabolic process","43/3069","159/18670",0.000470057900414465,0.00611419774526318,0.00491814147658417,"CERKL/ELOVL1/P2RX1/PLA2G15/FUT7/P2RX7/ST8SIA1/SMPD1/ST8SIA4/TEX2/TNF/ORMDL1/HACD3/SGMS2/HACD4/ALOXE3/UGCG/PPP2R1A/ENPP7/ACER1/PRKD1/GAL3ST1/GLB1/GBA/ST8SIA2/PEMT/GM2A/AGK/CERS2/ALDH3A2/ST3GAL5/SPTLC1/SMPDL3B/TNFRSF1A/NEU3/SERINC5/CCN1/ORMDL2/SPTLC3/PRKD2/SPHK2/GLTP/ALDH3B1",43
"BP","GO:0003170","heart valve development","21/3069","61/18670",0.000471223473904917,0.00611419774526318,0.00491814147658417,"SMAD6/NFATC1/TNFRSF1B/PRDM1/SNAI1/ACVR1/TBX5/EFNA1/GATA4/STRA6/FGFRL1/ZBTB14/ROBO2/NOS3/TGFB2/TNFRSF1A/CCN1/MDM4/HECTD1/RBPJ/SHOX2",21
"BP","GO:0007040","lysosome organization","21/3069","61/18670",0.000471223473904917,0.00611419774526318,0.00491814147658417,"CORO1A/P2RX7/LYST/RAB34/ARF1/LRRK2/CLN5/VPS18/HOOK2/RAB20/GNPTAB/SNAPIN/GBA/MFSD8/LAMTOR1/RAB39A/LAPTM4B/ACP2/HOOK1/HPS1/MT3",21
"BP","GO:0046513","ceramide biosynthetic process","21/3069","61/18670",0.000471223473904917,0.00611419774526318,0.00491814147658417,"ELOVL1/P2RX1/P2RX7/SMPD1/ST8SIA4/TNF/ORMDL1/SGMS2/ALOXE3/UGCG/GAL3ST1/GBA/ST8SIA2/AGK/CERS2/ST3GAL5/SPTLC1/TNFRSF1A/CCN1/ORMDL2/SPHK2",21
"BP","GO:0050701","interleukin-1 secretion","21/3069","61/18670",0.000471223473904917,0.00611419774526318,0.00491814147658417,"AIM2/TLR6/GBP5/TNFAIP3/NOD2/NLRP1/CARD8/P2RX7/F2RL1/CCR7/CASP1/NLRP7/NLRP3/CARD17/HK1/PYCARD/CARD16/LGALS9/TRIM16/FZD5/HMGB1",21
"BP","GO:0080171","lytic vacuole organization","21/3069","61/18670",0.000471223473904917,0.00611419774526318,0.00491814147658417,"CORO1A/P2RX7/LYST/RAB34/ARF1/LRRK2/CLN5/VPS18/HOOK2/RAB20/GNPTAB/SNAPIN/GBA/MFSD8/LAMTOR1/RAB39A/LAPTM4B/ACP2/HOOK1/HPS1/MT3",21
"BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","64/3069","261/18670",0.00048415983907973,0.00626906965188568,0.00504271741921015,"AIM2/TLR6/CARD11/PRKCB/TRAF5/TRIM14/BTK/CD40LG/NOD2/TRIM22/HCLS1/WNT1/ARHGEF5/ADAM8/WNT10B/NFAM1/MALT1/TNFSF11/IL18/ARID5B/LRP8/ERC1/TRAF1/RTKN2/NLRP3/CD40/ITGB2/IL18R1/IL18RAP/ESR2/TNF/WNT2/JAK2/VEGFA/PYCARD/TLR9/LRP6/IRAK4/CARD16/LGALS9/FER/PRKD1/TLR2/TRIM8/PINK1/ZBTB7A/ANXA3/IL10/LPAR5/IKBKB/TRIM38/APP/RIPK4/FZD1/FLOT1/PARK7/EDN1/PPARGC1B/RHEBL1/NFKB2/PRKD2/DDRGK1/ESR1/CAPN3",64
"BP","GO:0032715","negative regulation of interleukin-6 production","19/3069","53/18670",0.000485398515369539,0.00627214947591938,0.005045194769625,"PTPN22/INPP5D/NLRC3/SLAMF1/TNFAIP3/FOXP3/ARRB2/BANK1/CD200R1/NCKAP1L/PTPN6/HAVCR2/CSK/IL27RA/TNF/TLR9/GBA/IL10/NLRX1",19
"BP","GO:0045639","positive regulation of myeloid cell differentiation","28/3069","91/18670",0.000498590450481035,0.00642935463614124,0.00517164753596204,"EVI2B/INPP5D/HCLS1/NCKAP1L/CASP8/CD74/IL23A/TNFSF11/CD101/IFNG/IL23R/TNF/STAT5B/CD4/HMGB2/POU4F1/TREM2/LEF1/CREB1/ACVR1B/ETS1/ATP6AP1/MPL/TYROBP/ANKRD54/PPARGC1B/TRIM58/PRKCA",28
"BP","GO:0009100","glycoprotein metabolic process","95/3069","419/18670",0.000506887659499827,0.0065120414394366,0.00523815918864258,"MUC16/JAK3/GALNT18/FUT7/CCR7/ALG13/ST8SIA1/CSGALNACT2/ST6GAL1/ABCA7/ST3GAL1/OGT/GCNT4/SPOCK3/ST8SIA4/CHST11/HS3ST3B1/B3GNT3/DAD1/MGAT4A/POMT2/IHH/LMF1/MGAT4C/GALNT17/DERL3/EDEM1/RAB1B/NGLY1/ALG6/GAL3ST3/MGAT1/B3GNT9/RNF5/NDST1/MPDU1/DPM2/CHST14/RPN1/POMGNT1/GALNT3/ALG8/GORASP1/CHST3/GOLGA2/GNPTAB/GCNT1/TMEM115/GAL3ST1/GALNT2/EXT2/GANAB/RPN2/NCSTN/RAB1A/ST8SIA2/MAGT1/DOLPP1/HS6ST2/MAN2B1/LFNG/POGLUT1/GALNT4/DDOST/ERP44/IMPAD1/B4GALT1/NECAB1/FUT8/GGTA1P/SDF2L1/PARK7/ALG12/ST3GAL5/GALNT9/B3GALT6/CHST4/ALG3/STT3A/SDF2/EXTL3/NDST3/MGAT4B/ASGR2/B4GALT2/HS3ST3A1/CSPG4/GALNTL6/UGDH/ALG5/DOLK/MT3/VCP/UGGT2/OGA",95
"BP","GO:0097696","receptor signaling pathway via STAT","45/3069","169/18670",0.00050812003572435,0.0065120414394366,0.00523815918864258,"PTPRC/IL24/IL10RA/STAT4/IL7R/PTK2B/CDK5R1/HCLS1/CRLF3/TNFRSF18/JAK3/CD300A/PTPRT/IL23A/FLT3/PTK6/IL18/CCR2/CD40/INPP5F/IFNG/IL23R/TNF/STAT5B/JAK2/PPP2R1A/EGF/IL26/FER/IL12A/STAT5A/IL2/FYN/IFNAR2/VHL/IL22RA2/PARP14/NF2/IL10/CRLF2/CSF2/TNFRSF1A/PTPN2/HDAC2/OSM",45
"BP","GO:0140056","organelle localization by membrane tethering","45/3069","169/18670",0.00050812003572435,0.0065120414394366,0.00523815918864258,"CNTRL/PLEK/RAB8B/NDE1/SFI1/CTBP2/RAB3B/TUBB4B/B9D1/CEP135/PRKAR2B/TTBK2/NEK2/UNC13B/STX7/STX1B/KIF24/VPS18/PPP2R1A/HAUS3/HAUS6/DCTN1/CEP97/HAUS5/RAB11A/YWHAE/TCTN3/TUBA4A/RAB10/CDK1/USO1/PRKACA/DYNC1I2/ACTR1A/RAB3C/DCTN2/TCTN1/STX16/PLK1/NINL/RPGRIP1L/STX2/PPFIA3/CEP250/VAMP8",45
"BP","GO:0032418","lysosome localization","24/3069","74/18670",0.000526092847039458,0.00671491623705964,0.00540134772102468,"CD84/RASGRP1/LAT2/RAC2/BTK/PIK3CD/IL4R/CD300A/PIK3CG/UNC13D/RAB34/LAT/CBL/LGALS9/FER/MILR1/SNAPIN/SNAP23/LAMTOR1/CHGA/SPHK2/GAB2/FAM98A/VAMP8",24
"BP","GO:0050710","negative regulation of cytokine secretion","24/3069","74/18670",0.000526092847039458,0.00671491623705964,0.00540134772102468,"TLR6/PTPN22/HDAC9/LILRB1/TNFAIP3/FOXP3/BTN2A2/BANK1/FCGR2B/CD200R1/CARD8/F2RL1/NLRP7/IL27RA/NLRP3/TMSB4X/CARD17/TNF/CARD16/FFAR4/SRGN/IL10/GBP1/LGR4",24
"BP","GO:0002374","cytokine secretion involved in immune response","10/3069","20/18670",0.000529783111746936,0.0067209529581337,0.00540620354177728,"LILRB1/NOD2/F2RL1/TNFRSF1B/NLRP3/HK1/TNF/TLR2/IL10/SPHK2",10
"BP","GO:0042535","positive regulation of tumor necrosis factor biosynthetic process","10/3069","20/18670",0.000529783111746936,0.0067209529581337,0.00540620354177728,"SPN/TNFRSF8/TLR1/CCR2/CYBB/IFNG/JAK2/CLEC7A/APP/TYROBP",10
"BP","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","10/3069","20/18670",0.000529783111746936,0.0067209529581337,0.00540620354177728,"RUNX3/TBX21/FOXP3/JAK3/IL4R/TNFSF4/ZBTB7B/IL2/SMAD7/HMGB1",10
"BP","GO:0032660","regulation of interleukin-17 production","14/3069","34/18670",0.000533265930073964,0.00675146986620916,0.00543075074773889,"SLAMF6/LY9/NOD2/FOXP3/NCKAP1L/TNFSF4/IL23A/IL18/IL27RA/IFNG/IL23R/IL12A/IL2/OSM",14
"BP","GO:0006310","DNA recombination","70/3069","292/18670",0.000539829747644237,0.006820792396142,0.00548651243944875,"PTPRC/CD28/BCL11B/AICDA/WAS/IL7R/TCF7/TBX21/CD40LG/FOXP3/ATM/CCR6/PIF1/TNFSF4/SMCHD1/BRCA2/BATF/POLQ/BLM/RMI2/ATAD5/IL27RA/HMGB3/C11orf80/CD40/XRCC2/MCM8/FANCB/EID3/RUVBL2/BRIP1/REC8/AP5S1/NABP1/RPA4/HMGB2/H1-3/HELB/EME1/MMS22L/TOP2A/IL2/CDC45/LEF1/MCM5/RAD51AP1/MSH5/HDAC10/EXO1/MAGEF1/IL10/RAD51/RAD51B/PSMD14/VRTN/FIGNL1/MCRS1/RNF138/CGAS/HMGB1/ENDOG/SMC6/RTEL1/DMC1/SHLD2/TEP1/RFWD3/PARP1/MLH1/RECQL5",70
"BP","GO:0002517","T cell tolerance induction","7/3069","11/18670",0.000574048690475252,0.00716646044463826,0.00576456107923251,"CD3E/ICOS/FOXP3/AIRE/HLA-G/IL2RA/PHLPP1",7
"BP","GO:0002836","positive regulation of response to tumor cell","7/3069","11/18670",0.000574048690475252,0.00716646044463826,0.00576456107923251,"CRTAM/PVR/CD226/CD274/NECTIN2/IL12A/CD160",7
"BP","GO:0002839","positive regulation of immune response to tumor cell","7/3069","11/18670",0.000574048690475252,0.00716646044463826,0.00576456107923251,"CRTAM/PVR/CD226/CD274/NECTIN2/IL12A/CD160",7
"BP","GO:0002887","negative regulation of myeloid leukocyte mediated immunity","7/3069","11/18670",0.000574048690475252,0.00716646044463826,0.00576456107923251,"CD84/FCGR2B/BCR/CD300A/CCR2/LGALS9/ABR",7
"BP","GO:0032494","response to peptidoglycan","7/3069","11/18670",0.000574048690475252,0.00716646044463826,0.00576456107923251,"NOD2/INAVA/IRF5/NLRP3/CARD9/TREM2/C5AR1",7
"BP","GO:1902563","regulation of neutrophil activation","7/3069","11/18670",0.000574048690475252,0.00716646044463826,0.00576456107923251,"FCGR2B/BCR/CD300A/ITGAM/ITGB2/ABR/PTAFR",7
"BP","GO:0016311","dephosphorylation","106/3069","478/18670",0.000580758987235023,0.00723581823658427,0.00582035113501836,"FCRL3/PTPRC/PTPN22/DAPP1/INPP5D/PTPN7/LCK/UBASH3A/INPP4A/SEMA4D/NCKAP1L/PTPN6/ACP5/PPM1N/CD300A/PLEK/DUSP2/PTPRT/PTPRO/SMPD1/PPP1R16B/SFI1/INPP4B/CNEP1R1/CTDSP1/KNL1/PPP1R16A/PPME1/PHACTR1/INPP5F/ATP1A1/IFNG/TNF/DLGAP5/TIMM50/STYX/PTPN21/PTPN9/PFKFB3/LPIN2/PPP1CC/JAK2/PPM1M/G6PC3/SLC39A10/HSP90B1/SPRED1/NPNT/PPP2R1A/NT5DC4/DUSP4/MAGI2/SSH3/CDCA2/PRUNE1/CAMSAP3/NANP/YWHAE/RNGTT/PPP1R26/PINK1/PKMYT1/PTPN3/GBA/PFKFB1/PTPRM/SSH2/MYOZ1/ZFYVE1/CD2BP2/PPP2R2C/PPP5C/PPP2CB/PPEF2/IKBKB/SH3RF2/SPPL3/DUSP28/DUSP22/IMPAD1/PPP1R37/CABIN1/PLPP5/PPP1R3B/PTPA/SSU72/TGFB2/NSMF/DLG3/ELFN2/PHLPP1/PPARGC1B/CD33/FBP2/PPP2R3C/PPP4R1/NT5C3B/INPP5K/CCDC8/ACP2/PTPRN/PHACTR2/PTPN2/PPP1R7/FKBP1A/NT5C2",106
"BP","GO:0032620","interleukin-17 production","15/3069","38/18670",0.000583217629120781,0.00725203349543637,0.00583339437313997,"SLAMF6/LY9/NOD2/FOXP3/NCKAP1L/TNFSF4/IL23A/IL18/IL27RA/IFNG/IL23R/ZBTB7B/IL12A/IL2/OSM",15
"BP","GO:0006590","thyroid hormone generation","9/3069","17/18670",0.000593191516817764,0.0073614479918751,0.00592140526115742,"FOXE1/TPO/DUOXA1/IYD/DUOX2/DUOX1/CPQ/DIO1/PAX8",9
