"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0043383","negative T cell selection","9/2047","12/18670",3.63683643622952e-07,1.84674296298253e-05,1.54849663174956e-05,"DOCK2/ZAP70/CCR7/PTPRC/THEMIS/CD3E/CD28/AIRE/GLI3",9
"BP","GO:0072540","T-helper 17 cell lineage commitment","9/2047","12/18670",3.63683643622952e-07,1.84674296298253e-05,1.54849663174956e-05,"SLAMF6/IL12RB1/TBX21/IL6/IRF4/IL23A/LY9/BATF/STAT3",9
"BP","GO:0042035","regulation of cytokine biosynthetic process","32/2047","114/18670",3.65235852742099e-07,1.84674296298253e-05,1.54849663174956e-05,"TLR6/CARD11/INPP5D/LILRB1/SPN/PTPRC/CD3E/CD28/IL6/IRF4/FOXP3/ASB1/CCR2/CYBB/TLR7/TNFRSF13C/TNF/TLR1/CARD9/GATA3/IGF2BP2/IGF2BP1/LAG3/LTB/CD86/STAT3/TNFRSF8/AKAP12/IL4/TRIB2/CD4/SIGIRR",32
"BP","GO:0031341","regulation of cell killing","29/2047","98/18670",3.77221487137893e-07,1.89145140675725e-05,1.5859847261859e-05,"SLAMF6/STAP1/LILRB1/KLRK1/IL7R/ARRB2/NECTIN2/PTPRC/HLA-F/IL12RB1/F2RL1/RASGRP1/VAV1/FCER2/P2RX7/IL23A/FCGR2B/PVR/STX7/ITGAM/SH2D1A/LAG3/CD59/CD226/HAVCR2/IL4/IL18RAP/NCR3/DNASE1",29
"BP","GO:0002704","negative regulation of leukocyte mediated immunity","19/2047","49/18670",3.87007947062156e-07,1.92008917084697e-05,1.60999753258216e-05,"PTPN6/LILRB1/CD96/CD84/IL7R/ARRB2/CD300A/PTPRC/HLA-F/JAK3/TBX21/FOXP3/FCGR2B/CCR2/CR1/ABR/BCR/C4BPA/HAVCR2",19
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","35/2047","131/18670",3.92506179182611e-07,1.92008917084697e-05,1.60999753258216e-05,"CARD11/RASAL3/CLECL1/CCDC88B/ZAP70/CORO1A/FCRL3/CD40LG/CD6/PTPRC/SASH3/IL12RB1/CD3E/JAK3/CD28/IL6/NCKAP1L/ATAD5/HLA-DPB1/PYCARD/IL23A/TMIGD2/TNFSF4/FOXP3/CCR2/TNFRSF13C/IL18/NFATC2/HAVCR2/CD86/IL4/HLA-DMB/CD4/HLA-DPA1/CD40",35
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","35/2047","131/18670",3.92506179182611e-07,1.92008917084697e-05,1.60999753258216e-05,"FSD1/MYBL2/CENPE/TACC3/NUSAP1/NDC80/AURKB/NEK2/NUF2/TTK/SPC25/KIFC1/RACGAP1/STIL/GOLGA2/KIF11/SBDS/NDE1/CENPA/MAD2L1/ESPL1/KIF23/CCSAP/SAPCD2/BORA/KIF4A/AURKA/BIRC5/CEP192/STMN1/CHEK2/PLK1/CEP97/TPX2/WDR62",35
"BP","GO:0002292","T cell differentiation involved in immune response","23/2047","68/18670",4.3444891795262e-07,2.10812833816203e-05,1.76766864494644e-05,"SLAMF6/MYB/SPN/IL12RB1/JAK3/TBX21/IL6/IRF4/IL23A/TNFSF4/FOXP3/RARA/EOMES/LEF1/IL18/GATA3/LY9/NLRP3/MALT1/BATF/CD86/STAT3/IL4R",23
"BP","GO:0002312","B cell activation involved in immune response","24/2047","73/18670",4.46298309888034e-07,2.14830154447704e-05,1.80135393624703e-05,"CCR6/PLCG2/PTK2B/DOCK10/AICDA/CD40LG/PTPRC/CD19/IL27RA/CD28/ABL1/GAPT/TBX21/CD180/ATAD5/C17orf99/TNFSF4/FOXP3/FCGR2B/BATF/IL4/EXO1/CD40/LIG4",24
"BP","GO:0002820","negative regulation of adaptive immune response","18/2047","45/18670",4.51764900993518e-07,2.15735667403016e-05,1.80894667540679e-05,"PTPN6/LILRB1/IL7R/PTPRC/HLA-F/JAK3/IL27RA/TBX21/TNFSF4/FOXP3/FCGR2B/CR1/C4BPA/SAMSN1/HAVCR2/IL4R/ALOX15/TNFRSF14",18
"BP","GO:0019722","calcium-mediated signaling","49/2047","218/18670",7.07469801904491e-07,3.35184708508608e-05,2.81052860383607e-05,"P2RX5/CCR6/PLCG2/PTK2B/CD22/LAT2/ZAP70/CCR7/BTK/PTPRC/CXCR4/TRAT1/CXCR5/MYO5A/LAT/CD3E/CCR5/DYRK2/CASQ1/CCR4/RCAN3/SPPL3/P2RX7/SLA2/PLEK/CCR2/TNF/CCR9/ACKR3/IRGM/TNNI3/NFATC2/TNFSF11/CXCR3/P2RY12/MAPK7/PRKACA/PTBP1/PPP3CC/EDN2/LRRK2/CD4/GRIN1/P2RX2/ATP1B1/GSTO1/TRPM2/CXCR6/CCR10",49
"BP","GO:0002363","alpha-beta T cell lineage commitment","11/2047","19/18670",8.76160224477412e-07,4.11863755521921e-05,3.45348351638177e-05,"SLAMF6/SPN/IL12RB1/TBX21/IL6/IRF4/IL23A/FOXP3/LY9/BATF/STAT3",11
"BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","20/2047","56/18670",9.07799743582776e-07,4.20171619779812e-05,3.52314507772651e-05,"SLAMF6/STAP1/KLRK1/NECTIN2/PTPRC/HLA-F/IL12RB1/F2RL1/RASGRP1/VAV1/P2RX7/IL23A/PVR/STX7/ITGAM/SH2D1A/LAG3/CD226/IL18RAP/NCR3",20
"BP","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","20/2047","56/18670",9.07799743582776e-07,4.20171619779812e-05,3.52314507772651e-05,"CCR6/POU2F2/AICDA/CD40LG/BTK/PTPRC/HLA-DQB1/IL27RA/CD28/GAPT/TBX21/ATAD5/C17orf99/TNFSF4/FOXP3/BATF/IL4/EXO1/CD40/LIG4",20
"BP","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","14/2047","30/18670",9.17446469600129e-07,4.21395069281219e-05,3.53340371940009e-05,"MYB/SASH3/IL12RB1/NCKAP1L/IL23A/TNFSF4/FOXP3/RARA/IL18/CD83/NLRP3/MALT1/CD86/IL4R",14
"BP","GO:0046638","positive regulation of alpha-beta T cell differentiation","18/2047","47/18670",9.69655210129145e-07,4.42001166617202e-05,3.70618614206459e-05,"MYB/ITPKB/ZAP70/SASH3/IL12RB1/RUNX3/NCKAP1L/IL23A/TNFSF4/FOXP3/RARA/IL18/CD83/NLRP3/MALT1/CD86/GLI3/IL4R",18
"BP","GO:0048872","homeostasis of number of cells","53/2047","246/18670",1.02546298607595e-06,4.63925623099173e-05,3.89002302513814e-05,"EZH2/CARD11/INPP5D/SLC7A11/IKZF1/DOCK10/ITPKB/IL7R/AMPD3/CORO1A/CCR7/SIT1/PIK3CD/SASH3/CCNB2/CACNA1F/LAT/JAK3/GPR174/HCLS1/CCR4/ABL1/GAPT/PRDX1/IL6/NCKAP1L/CCN3/P2RX7/FOXP3/HMGB2/TNFAIP3/CCR2/SLC40A1/RASSF2/TNFRSF13C/GCNT4/CASP3/GATA3/RBFOX2/BCR/TNFRSF17/STAT5B/FOXN1/TCIRG1/ALAS2/ACVR1B/STAT3/MB/HIF1A/FLT3/VEGFA/PKN1/SH2B2",53
"BP","GO:0002295","T-helper cell lineage commitment","10/2047","16/18670",1.05447526487112e-06,4.7349087080071e-05,3.9702277647504e-05,"SLAMF6/SPN/IL12RB1/TBX21/IL6/IRF4/IL23A/LY9/BATF/STAT3",10
"BP","GO:0006310","DNA recombination","60/2047","292/18670",1.1000900992104e-06,4.90314231625849e-05,4.11129188734147e-05,"BCL11B/TCF7/CCR6/ATM/AICDA/RMI2/BRIP1/BLM/IL7R/C11orf80/CD40LG/WAS/PTPRC/PIF1/POLQ/XRCC2/IL27RA/CD28/MND1/TBX21/MCM8/ATAD5/BRCA2/CDC45/DCLRE1C/TNFSF4/FOXP3/RUVBL2/HMGB2/FANCB/EME1/MMS22L/RPA4/TOP2A/LEF1/TIMELESS/RFWD3/SLX4/RAD51AP1/FIGNL1/CHEK1/HDAC10/MSH5/RAD51/NABP1/MCM5/SMCHD1/HELB/BATF/MCM7/PARP1/IL4/SMC6/MMS19/H1-4/EXO1/CD40/LIG4/PARPBP/RTEL1",60
"BP","GO:0032753","positive regulation of interleukin-4 production","12/2047","23/18670",1.23874204598785e-06,5.48052271375656e-05,4.59542618143946e-05,"CD40LG/SASH3/CD3E/CD28/IRF4/TNFSF4/FOXP3/RARA/GATA3/NLRP3/HAVCR2/CD86",12
"BP","GO:0002698","negative regulation of immune effector process","32/2047","120/18670",1.27391208388566e-06,5.59498467791241e-05,4.6914027030841e-05,"PTPN6/LILRB1/CD22/CD96/CD84/IL7R/RNF125/ARRB2/FCRL3/CD300A/PTPRC/HLA-F/JAK3/TBX21/TNFSF4/FOXP3/FCGR2B/CCR2/CR1/TNF/ABR/TGFB2/BCR/C4BPA/TRAF3IP1/CD59/HAVCR2/IL4R/SLAMF8/UFD1/PGLYRP2/TRIM38",32
"BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","21/2047","62/18670",1.33188497728585e-06,5.72425136309213e-05,4.79979300460985e-05,"BCL11B/TCF7/CCR6/ATM/AICDA/CD40LG/PTPRC/IL27RA/CD28/TBX21/ATAD5/DCLRE1C/TNFSF4/FOXP3/HMGB2/LEF1/BATF/IL4/EXO1/CD40/LIG4",21
"BP","GO:0016444","somatic cell DNA recombination","21/2047","62/18670",1.33188497728585e-06,5.72425136309213e-05,4.79979300460985e-05,"BCL11B/TCF7/CCR6/ATM/AICDA/CD40LG/PTPRC/IL27RA/CD28/TBX21/ATAD5/DCLRE1C/TNFSF4/FOXP3/HMGB2/LEF1/BATF/IL4/EXO1/CD40/LIG4",21
"BP","GO:0032623","interleukin-2 production","21/2047","62/18670",1.33188497728585e-06,5.72425136309213e-05,4.79979300460985e-05,"CARD11/CD247/PTPRC/SASH3/CD3E/CD28/ABL1/TBX21/IRF4/FOXP3/TNFAIP3/CCR2/CARD9/IL18/GATA3/CD83/LAG3/MALT1/HAVCR2/CD86/CD4",21
"BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","11/2047","20/18670",1.75347364768585e-06,7.44873579901386e-05,6.24577568550045e-05,"SLAMF6/SPN/IL12RB1/TBX21/IL6/IRF4/IL23A/FOXP3/LY9/BATF/STAT3",11
"BP","GO:0002237","response to molecule of bacterial origin","67/2047","343/18670",1.77452521492028e-06,7.44873579901386e-05,6.24577568550045e-05,"TLR6/CNR2/CARD8/KMO/IL24/IRF8/PLCG2/STAP1/GFI1/LILRB1/AICDA/CD96/KLRK1/CASP8/CCR7/IL10RA/CD6/PTPN22/ACP5/FASLG/CCR5/CYP27B1/IRF5/ABL1/IL6/CD180/PYCARD/P2RX7/DAB2IP/LY86/TNFSF4/RARA/HMGB2/TNFAIP3/FCGR2B/TNIP3/NOD2/TNF/SMAD6/TLR1/ABR/CARD9/NLRP7/CASP1/CASP3/IRGM/IL18/BCR/LTA/NLRP3/HDAC2/PRKCA/CSF2RB/SASH1/CARD16/NFKBIB/MALT1/MGST1/HAVCR2/SRC/CD86/AKAP12/CEBPE/CDK19/TRIB1/TNFRSF1B/SIGIRR",67
"BP","GO:0070665","positive regulation of leukocyte proliferation","35/2047","139/18670",1.77933765392582e-06,7.44873579901386e-05,6.24577568550045e-05,"CARD11/RASAL3/CLECL1/CCDC88B/ZAP70/CORO1A/FCRL3/CD40LG/CD6/PTPRC/SASH3/IL12RB1/CD3E/JAK3/CD28/IL6/NCKAP1L/ATAD5/HLA-DPB1/PYCARD/IL23A/TMIGD2/TNFSF4/FOXP3/CCR2/TNFRSF13C/IL18/NFATC2/HAVCR2/CD86/IL4/HLA-DMB/CD4/HLA-DPA1/CD40",35
"BP","GO:0071219","cellular response to molecule of bacterial origin","47/2047","212/18670",1.78264576210403e-06,7.44873579901386e-05,6.24577568550045e-05,"TLR6/CARD8/KMO/IL24/IRF8/STAP1/GFI1/LILRB1/AICDA/KLRK1/CD6/PTPN22/CCR5/ABL1/IL6/CD180/PYCARD/DAB2IP/LY86/TNFSF4/RARA/HMGB2/TNFAIP3/FCGR2B/TNIP3/NOD2/TNF/TLR1/NLRP7/CASP1/IRGM/IL18/BCR/NLRP3/PRKCA/SASH1/CARD16/NFKBIB/MALT1/HAVCR2/SRC/CD86/CEBPE/CDK19/TRIB1/TNFRSF1B/SIGIRR",47
"BP","GO:0032663","regulation of interleukin-2 production","19/2047","54/18670",2.19748230987791e-06,9.11879383347266e-05,7.64612175044995e-05,"CARD11/PTPRC/SASH3/CD3E/CD28/ABL1/TBX21/IRF4/FOXP3/TNFAIP3/CCR2/CARD9/GATA3/CD83/LAG3/MALT1/HAVCR2/CD86/CD4",19
"BP","GO:0007052","mitotic spindle organization","29/2047","106/18670",2.25145999354318e-06,9.27879094599267e-05,7.78027955951871e-05,"FSD1/MYBL2/CENPE/TACC3/NDC80/AURKB/NEK2/NUF2/TTK/SPC25/KIFC1/RACGAP1/STIL/GOLGA2/KIF11/SBDS/KIF23/CCSAP/BORA/KIF4A/AURKA/BIRC5/CEP192/STMN1/CHEK2/PLK1/CEP97/TPX2/WDR62",29
"BP","GO:0045088","regulation of innate immune response","61/2047","305/18670",2.29244225914881e-06,9.38341841720981e-05,7.86800984468333e-05,"TXK/NLRC3/SLAMF6/AIM2/CARD11/PLCG2/PTPN6/LILRB1/CD96/KLRK1/ARRB2/PSMA8/BIRC3/COCH/PTPN22/NECTIN2/HLA-F/ICAM3/PYHIN1/NLRC5/TREML2/RASGRP1/ZBP1/VAV1/MUC16/GBP5/PYCARD/HMGB2/TNFAIP3/FCGR2B/CR1/PVR/ADAM8/BIRC2/PSMB8/CARD9/IRGM/SH2D1A/APPL2/LRP8/RNASEL/PSMB5/LAG3/MALT1/PRKACA/CD226/ERAP1/HAVCR2/SRC/PSMD3/PSMC1/FYN/SLAMF8/PSMD1/PSMC3/PPARG/IL18RAP/NCR3/PRKACB/PSMD2/PSMC4",61
"BP","GO:0018212","peptidyl-tyrosine modification","70/2047","366/18670",2.31402108018016e-06,9.40774651313785e-05,7.88840898812483e-05,"TXK/IL24/BLK/ITK/BANK1/PTPN6/PTK2B/STAP1/ZAP70/ARRB2/LCK/LRRK1/CD300A/BTK/SEMA4D/PTPRC/INPP5F/NCF1/CD3E/DYRK2/TTK/STYK1/JAK3/HCLS1/GPRC5A/CSK/ABL1/AFAP1L2/IL6/MATK/PTK6/MELK/TNFRSF1A/IL23A/MUSK/TNF/EFNA1/RAP2C/ITGB3/ERBB2/IL18/LRP8/DLG3/ACVR1/CASS4/IL22RA2/HDAC2/CSPG4/SAMSN1/TNK2/SRC/LRP4/STAT3/RAP2B/RELN/DGKQ/FYN/IL4/TTL/CD4/CBL/ITGB2/LTK/FLT3/VEGFA/PTK2/CD40/TTN/DOCK3/TNFRSF14",70
"BP","GO:0050766","positive regulation of phagocytosis","22/2047","69/18670",2.38766230154587e-06,9.641989307652e-05,8.0848219083782e-05,"STAP1/SIRPG/DOCK2/PTPRC/SIRPB1/IL2RB/F2RL1/IL2RG/ABCA7/MYO18A/NCKAP1L/PYCARD/FCGR2B/TNF/ABR/APPL2/BCR/CD300LF/RAPGEF1/PTX3/TULP1/PPARG",22
"BP","GO:0050868","negative regulation of T cell activation","30/2047","112/18670",2.44748339028124e-06,9.81767170621482e-05,8.2321318523635e-05,"RIPOR2/CTLA4/PTPN6/TMEM131L/BTN2A2/LILRB1/LAX1/CD300A/SPN/PTPN22/TIGIT/JAK3/PAG1/RUNX3/TBX21/TNFSF4/FOXP3/FCGR2B/CASP3/ERBB2/SDC4/LAG3/TNFAIP8L2/HAVCR2/CD86/PRKAR1A/GLI3/IL4R/ADORA2A/TNFRSF14",30
"BP","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","8/2047","11/18670",2.50639423024297e-06,9.9216934759026e-05,8.31935425592422e-05,"PTPN6/PTPRC/FCER2/FCGR2B/CR1/TNF/C4BPA/LTA",8
"BP","GO:0045060","negative thymic T cell selection","8/2047","11/18670",2.50639423024297e-06,9.9216934759026e-05,8.31935425592422e-05,"DOCK2/ZAP70/CCR7/PTPRC/CD3E/CD28/AIRE/GLI3",8
"BP","GO:0050727","regulation of inflammatory response","71/2047","374/18670",2.59213392655744e-06,0.000101940325726118,8.54771098038514e-05,"TLR6/NLRC3/CNR2/FANCD2/ATM/STAP1/AKNA/GPSM3/CCR7/CD6/BIRC3/BTK/NLRP1/PTPRC/ACP5/TLR10/PIK3CG/CD28/GBP5/IL6/CCN3/TNFRSF1A/PYCARD/IL23A/FANCA/TNFSF4/FOXP3/TNFAIP3/FCGR2B/CCR2/NOD2/ADAM8/TLR7/TNF/BIRC2/ABR/NLRP7/SEMA7A/IL18/APPL2/GATA3/PIK3AP1/CD200R1/BCR/NLRP6/LTA/TNFSF11/IL22RA2/MVK/NLRP3/ADCY7/MAPK7/TNFAIP8L2/METRNL/DUOXA1/SPATA2/LRRK2/IL4/SLAMF8/CDK19/PBK/TRADD/TMSB4X/ADORA2A/TNFRSF1B/PPARG/SETD6/KPNA6/ABCD2/DNASE1/CST7",71
"BP","GO:0045576","mast cell activation","20/2047","60/18670",3.14319035551073e-06,0.000122808937461741,0.000102975470772132,"CNR2/LCP2/LAT2/CD84/CD300A/BTK/NECTIN2/PIK3CD/LAT/PIK3CG/RHOH/RASGRP1/UNC13D/RAC2/CHGA/CD300LF/CD226/IL4R/CBL/MILR1",20
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","69/2047","363/18670",3.40830296148371e-06,0.000132308122059661,0.000110940550725918,"TXK/IL24/BLK/ITK/BANK1/PTPN6/PTK2B/STAP1/ZAP70/ARRB2/LCK/LRRK1/CD300A/BTK/SEMA4D/PTPRC/INPP5F/NCF1/CD3E/DYRK2/TTK/STYK1/JAK3/HCLS1/GPRC5A/CSK/ABL1/AFAP1L2/IL6/MATK/PTK6/MELK/TNFRSF1A/IL23A/MUSK/TNF/EFNA1/RAP2C/ITGB3/ERBB2/IL18/LRP8/DLG3/ACVR1/CASS4/IL22RA2/HDAC2/CSPG4/SAMSN1/TNK2/SRC/LRP4/STAT3/RAP2B/RELN/DGKQ/FYN/IL4/CD4/CBL/ITGB2/LTK/FLT3/VEGFA/PTK2/CD40/TTN/DOCK3/TNFRSF14",69
"BP","GO:0009615","response to virus","63/2047","323/18670",3.75822541151595e-06,0.000144956681417253,0.000121546385947341,"AIM2/TRIM22/LILRB1/AICDA/RNF125/TSPAN32/APOBEC3D/BIRC3/PTPRC/CXCR4/NLRC5/IL12RB1/APOBEC3G/F2RL1/IRF5/UNC13D/APOBEC3F/TBX21/IL6/PYCARD/IL23A/UNC93B1/TNFSF4/FOXP3/TNFAIP3/SLFN13/APOBEC3H/TLR7/TNF/ARF1/BIRC2/GBF1/CARD9/MX2/IRGM/RTP4/RNASE6/GATA3/DUOX2/SKP2/AGBL4/FAM111A/RNASEL/POLR3A/OAS2/ADARB1/TRAF3IP1/CCL22/NLRP3/EXOC1/PIM2/EXOSC4/SRC/OAS1/STMN1/CCT5/UFD1/POLR3E/CD40/TRIM38/APOBEC3C/CLU/LYST",63
"BP","GO:0007229","integrin-mediated signaling pathway","28/2047","103/18670",3.83338835037071e-06,0.0001469139981158,0.000123187598815466,"PTK2B/ITGAD/TSPAN32/FYB1/ITGA4/ITGAL/LAT/ITGAX/VAV1/ABL1/ITGB7/PLEK/LAMA3/ITGAE/FERMT2/ITGB3/ITGAM/SEMA7A/BCAR1/ITGB1/ITGA3/SRC/CTNNA1/ITGA9/ITGB2/PTK2/CD63/FERMT3",28
"BP","GO:0042119","neutrophil activation","88/2047","498/18670",3.89543905230177e-06,0.000148347194795568,0.000124389336293687,"LRMP/RAB37/HVCN1/ARHGAP9/SELL/BIN2/PTPN6/ARHGAP45/CD53/TMC6/DOCK2/TMEM63A/AMPD3/KCNAB2/SIGLEC5/PLAC8/CD300A/PTPRC/ITGAL/SIRPB1/STK10/TBC1D10C/F2RL1/ITGAX/DOK3/UNC13D/NCKAP1L/NFAM1/PYCARD/CRACR2A/FCGR2B/VNN1/CR1/ADAM8/CYBB/C6orf120/ADA2/RAP2C/PRG2/ABR/ITGAM/PKP1/IL18/ALOX5/GMFG/ATP11A/BCR/JUP/B4GALT1/MAN2B1/ARL8A/NBEAL2/SURF4/CTSH/RAB5C/CD59/FAF2/GLIPR1/GM2A/MGST1/TCIRG1/SIGLEC14/COTL1/TUBB4B/RAP2B/ILF2/PSMD3/CYB5R3/COMMD3/LAIR1/TOM1/IMPDH1/PAFAH1B2/ITGB2/PSMD1/TNFRSF1B/PTX3/SLCO4C1/PSMC3/CD63/ADGRG3/IL18RAP/PSMD2/TRPM2/PLAU/DNASE1/TXNDC5/APAF1",88
"BP","GO:0072538","T-helper 17 type immune response","13/2047","29/18670",3.96456002641588e-06,0.000150029922509084,0.000125800305902756,"SLAMF6/IL12RB1/IL27RA/TBX21/IL6/IRF4/IL23A/FOXP3/LY9/NLRP3/MALT1/BATF/STAT3",13
"BP","GO:0001906","cell killing","39/2047","168/18670",4.10166273786707e-06,0.000154248154335913,0.00012933729935919,"SLAMF6/PTPN6/STAP1/LILRB1/KLRK1/IL7R/ARRB2/CORO1A/NECTIN2/PTPRC/HLA-F/IL12RB1/F2RL1/RASGRP1/UNC13D/VAV1/PRDX1/FCER2/P2RX7/IL23A/FCGR2B/PVR/STX7/ITGAM/SH2D1A/IL18/SLAMF7/CTSH/LAG3/CD59/CHGA/CD226/TUBB4B/HAVCR2/IL4/IL18RAP/NCR3/DNASE1/LYST",39
"BP","GO:0030888","regulation of B cell proliferation","20/2047","61/18670",4.19763809181223e-06,0.000155908570360705,0.000130729560585159,"CTLA4/CARD11/INPP5D/ATM/CD22/FCRL3/CD300A/BTK/PTPRC/IKZF3/SASH3/NCKAP1L/ATAD5/FCGR2B/TNFRSF13C/CASP3/NFATC2/IL4/CD40/PKN1",20
"BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","20/2047","61/18670",4.19763809181223e-06,0.000155908570360705,0.000130729560585159,"MYB/SASH3/IL12RB1/JAK3/RUNX3/TBX21/NCKAP1L/IRF4/IL23A/TNFSF4/FOXP3/RARA/SH3RF1/IL18/GATA3/CD83/NLRP3/MALT1/CD86/IL4R",20
"BP","GO:0050764","regulation of phagocytosis","27/2047","98/18670",4.30513425643654e-06,0.000158920201355697,0.000133254817507913,"STAP1/SIRPG/DOCK2/CD300A/PTPRC/SIRPB1/IL2RB/F2RL1/IL2RG/ABCA7/CSK/MYO18A/NCKAP1L/PYCARD/FCGR2B/TNF/ABR/APPL2/BCR/C4BPA/CD300LF/RAPGEF1/PRKCG/PTX3/TULP1/PPARG/ALOX15",27
"BP","GO:0044839","cell cycle G2/M phase transition","54/2047","266/18670",5.41386360701491e-06,0.000198629373923224,0.000166551015843533,"CNTRL/ATM/BLM/CENPF/PSMA8/SFI1/HAUS3/CEP135/CCNB2/AURKB/PPME1/NEK2/CEP250/HMMR/FOXM1/ATAD5/MELK/CDK1/NDE1/CLSPN/PSMB8/WNT10B/PLK4/GTSE1/SKP2/HAUS5/CHEK1/PSMB5/BORA/AJUBA/ORC1/PRKAR2B/PRKACA/HAUS6/YWHAG/AURKA/TUBB4B/KIF14/CEP192/PSMD3/CHEK2/PLK1/PSMC1/PKMYT1/CDC25C/OFD1/PSMD1/TOPBP1/PSMC3/CEP72/TPX2/PSMD2/PSMC4/ABRAXAS1",54
"BP","GO:0007051","spindle organization","39/2047","170/18670",5.55205825102161e-06,0.000202465057553922,0.00016976724208706,"FSD1/MYBL2/CENPE/TACC3/ASPM/HAUS3/NDC80/AURKB/NEK2/NUF2/TTK/SPC25/KIFC1/RACGAP1/STIL/GOLGA2/KIF11/SBDS/ESPL1/RGS14/KIF23/STARD9/HAUS5/CCSAP/BORA/KIF4A/HAUS6/AURKA/BIRC5/CEP192/STMN1/CHEK2/NEK6/PLK1/CEP97/CEP72/TPX2/CCDC69/WDR62",39
"BP","GO:0050663","cytokine secretion","50/2047","240/18670",5.60576669624264e-06,0.000203192157899349,0.000170376916772929,"HDAC9/TLR6/CARD8/AIM2/CARD11/BANK1/BTN2A2/LILRB1/CLECL1/LCP2/BTN3A1/CCR7/PTPN22/NLRP1/BTN3A2/CD2/MCOLN2/TLR10/F2RL1/RASGRP1/IL27RA/ABL1/GBP5/IL26/PYCARD/P2RX7/HK1/FOXP3/TNFAIP3/FCGR2B/NOD2/TNF/TLR1/NLRP7/CASP1/GATA3/CD200R1/NLRP3/CARD16/TCIRG1/C5/HAVCR2/SRC/AKAP12/IL4R/LRRK2/TMSB4X/TNFRSF1B/TRIM16/TNFRSF14",50
"BP","GO:0044409","entry into host","33/2047","134/18670",5.82031812496264e-06,0.000209705713520361,0.000175838542533539,"TRIM59/NECTIN2/CXCR4/CCR5/HAVCR1/ITGB7/SLAMF1/GRK2/CDK1/CR1/PVR/DAG1/SELPLG/ITGB3/ITGB1/CTNND1/SLC52A1/CR2/SRC/CD86/GYPA/SLC20A2/CD4/CBL/VPS18/TRIM8/PTX3/EXOC2/CAV2/TRIM38/ZNF639/GPR15/TNFRSF14",33
"BP","GO:0042094","interleukin-2 biosynthetic process","11/2047","22/18670",5.97482088449867e-06,0.000213991055131122,0.000179431807640364,"CARD11/PTPRC/CD3E/CD28/IRF4/FOXP3/CARD9/IL18/LAG3/CD86/CD4",11
"BP","GO:0050869","negative regulation of B cell activation","13/2047","30/18670",6.29470568751029e-06,0.000224113870542896,0.000187919802928912,"CTLA4/INPP5D/BANK1/ATM/CD300A/BTK/FOXP3/SLA2/TNFAIP3/FCGR2B/CASP3/SAMSN1/PKN1",13
"BP","GO:0002360","T cell lineage commitment","12/2047","26/18670",6.4531463630792e-06,0.000227067729044722,0.000190396617533017,"SLAMF6/SPN/IL12RB1/TBX21/IL6/IRF4/IL23A/FOXP3/LY9/FOXN1/BATF/STAT3",12
"BP","GO:0072539","T-helper 17 cell differentiation","12/2047","26/18670",6.4531463630792e-06,0.000227067729044722,0.000190396617533017,"SLAMF6/IL12RB1/TBX21/IL6/IRF4/IL23A/FOXP3/LY9/NLRP3/MALT1/BATF/STAT3",12
"BP","GO:0002711","positive regulation of T cell mediated immunity","17/2047","48/18670",6.75175785070864e-06,0.000236193761556476,0.000198048808925621,"NECTIN2/PTPRC/HLA-F/SASH3/IL12RB1/IL6/P2RX7/IL23A/TNFSF4/FOXP3/ZBTB1/PVR/STX7/IL18/GATA3/NLRP3/MALT1",17
"BP","GO:0048302","regulation of isotype switching to IgG isotypes","8/2047","12/18670",6.79181540348304e-06,0.000236221695276055,0.000198072231389682,"PTPRC/IL27RA/CD28/TBX21/ATAD5/FOXP3/IL4/CD40",8
"BP","GO:0031343","positive regulation of cell killing","21/2047","68/18670",7.09149109986056e-06,0.000245227022688856,0.000205623211383132,"SLAMF6/STAP1/KLRK1/NECTIN2/PTPRC/HLA-F/IL12RB1/F2RL1/RASGRP1/VAV1/FCER2/P2RX7/IL23A/PVR/STX7/ITGAM/SH2D1A/LAG3/CD226/IL18RAP/NCR3",21
"BP","GO:0002718","regulation of cytokine production involved in immune response","24/2047","84/18670",7.30794129929885e-06,0.000250386568757828,0.000209949498186064,"LILRB1/CD96/BTK/HLA-F/SASH3/F2RL1/JAK3/TBX21/IL6/HK1/TNFSF4/FOXP3/CCR2/NOD2/TNF/SEMA7A/IL18/GATA3/TGFB2/NLRP3/MALT1/CD226/TNFRSF1B/TNFRSF14",24
